Model,Load-1,Load-2,Load-3,Load-4,Load-5,Load-6,Load-7,Load-8,Load-9,Load-10,Load-11,Load-12,WorstLife
974,27871,38684,76193,49529,79635,77168,35314,57005,56102,11961,37011,34208,83812.484
975,75736,77063,76229,57226,44193,21324,13630,6223,49406,73095,39608,63800,85822.344
976,47434,70940,30194,54355,78712,57568,11553,3614,49138,9731,3948,45858,99913.656
977,62714,7911,28111,43216,12007,54505,45033,25987,3585,40376,57867,40740,317833.688
978,60568,13172,7014,6276,16741,6117,40245,39782,41344,52505,27811,781,1134532.75
979,1384,72079,9862,12994,75374,52897,60381,42998,34232,855,2112,58289,65106.988
980,63745,29279,56081,32257,10021,27232,74928,41041,16582,4783,38976,49408,195748.469
981,15904,65841,27685,23370,66075,56178,60440,50694,5454,4201,14484,79131,277905.875
982,27170,8989,41128,61877,11092,52688,64733,19008,6124,33154,25700,51595,90031.117
983,60049,30031,14526,65222,31526,29526,68160,45214,27369,24839,39218,2703,63773.465
984,46357,20517,37957,68138,5348,12977,62215,17489,37690,7515,73244,46609,31960.883
985,9012,43825,78947,20797,6442,66852,46157,39801,46512,56042,13350,56616,17618.666
986,36113,30299,18029,35237,13104,5509,51532,32221,39660,31862,59762,14262,302872.469
987,12839,31350,36741,15128,52926,68585,16535,30691,39075,62192,57731,32492,847323.25
988,55112,40637,11242,40664,71824,28289,26063,54321,13413,15178,65240,24005,92480.695
989,61550,66172,49621,19214,78490,33463,33341,41359,36537,21672,42785,22804,52835.098
990,54888,1979,15951,69269,64981,68018,3232,60740,63555,48741,48500,75789,81232.281
991,51224,53381,9058,14585,63128,1545,36472,78078,7576,63428,35776,30892,69658.344
992,18759,47441,97,17546,51439,54140,22286,70631,31949,3729,34856,16517,564951.125
993,53861,55618,32466,55579,54515,58103,38378,74627,36024,7709,65512,62373,612843.375
994,79150,68700,34495,48351,14530,24563,72302,63906,70524,35329,62485,36872,338158.5
995,3044,70427,12933,54551,57744,47480,76139,7950,33588,41725,28508,14118,346372.062
996,4571,9587,7442,53441,8361,3557,52599,69588,16379,44967,42520,37276,37500.324
997,79678,2639,77092,64410,2020,71566,45925,12463,31575,76145,78582,41005,30420.852
998,54255,24042,36544,76105,46234,63388,2855,70951,16411,19068,49002,70039,58053.254
999,6704,25935,50373,9161,47169,44694,69846,75470,32061,18453,35798,63169,237452.797
1000,146,9857,54907,45374,31773,14888,26442,77295,65391,59145,55144,6375,174021.094
1001,17057,56648,42063,74287,24538,79111,9158,4420,28398,36260,39406,3842,67332.375
1002,58931,36468,60958,71883,26315,32643,63179,57816,39310,64327,66984,41044,84641.508
1003,66122,60670,14750,6095,2851,4161,23239,55515,56016,47038,52217,73573,955941.188
1004,52985,4134,75960,50827,46187,12705,28553,8947,75270,61617,61632,76767,32651.076
1005,66344,42270,29878,27224,24697,38455,8121,69969,45384,70429,54725,56555,1656434.125
1006,74501,79539,1057,1889,14381,20348,41139,38334,4213,17419,56264,30060,54332.625
1007,47995,43259,59296,75980,49799,70827,64749,18592,29839,57907,78047,9676,120570.93
1008,19455,48398,18922,9745,20544,37993,45819,39062,53086,36992,8055,74321,950613.438
1009,12454,59061,61606,66313,13951,60325,31105,8346,53710,35441,37075,47127,152661.656
1010,61004,67705,16838,16433,77362,56209,62708,22469,58733,3609,63048,17331,64172.902
1011,30398,53208,29625,59913,52905,21669,10720,66448,67291,73390,41167,34458,231286.359
1012,35007,19987,18201,35485,5054,73962,74837,41694,74642,26400,28271,43953,368040.781
1013,68609,61945,32222,11790,43242,65880,37143,61172,65259,5486,40630,13621,1761208.75
1014,77297,11757,6720,8152,15168,36722,47217,48906,23682,3461,11993,30798,1336363.125
1015,45472,74482,19906,61683,43043,61761,61099,22849,21460,15978,8608,27319,236828.406
1016,41147,5740,11799,24784,59192,3259,44091,4605,24157,47333,12227,34383,105563.172
1017,50225,46771,46307,78216,14041,50552,35556,30620,47018,64662,23567,72180,33086.539
1018,12304,59541,10903,10467,74312,61845,1385,2204,59283,77266,61156,67562,58687.316
1019,33484,61830,71277,76749,4623,34660,14582,55236,51017,33150,72211,72899,39822.777
1020,9218,34737,71337,60906,67021,39877,8057,12719,28923,9654,33289,1307,130328.516
1021,79527,26414,6667,17546,24667,52027,34842,48087,46932,10870,37928,26674,976066.625
1022,39725,31660,29529,43758,52774,79589,10774,21872,40816,65464,26877,12887,164118.766
1023,27923,72028,59713,29077,53622,73452,9244,66253,43004,56728,26181,56734,444224.812
1024,20002,30972,21698,8643,65618,75852,61158,9885,62534,22993,48914,44421,214361.516
1025,47689,58793,10971,23940,53139,77000,14508,30099,31892,21098,3888,67544,241953.031
1026,40225,74906,28422,52476,11953,61457,77884,76067,55456,68760,57203,62419,231128.859
1027,46029,44397,59267,49872,73600,17111,8344,10589,72847,59693,14786,10889,97328.008
1028,78773,22837,1288,66431,63097,31899,26676,22761,32427,52055,74190,21504,77166.695
1029,9359,57291,51349,56423,16449,71687,64711,76854,68849,38443,14788,54753,357249.281
1030,28936,61232,18729,72054,42854,49040,28548,23181,7555,1037,41673,51260,71104.594
1031,39772,38178,17175,33432,26643,28533,55170,8804,44686,56824,36951,6238,771498.188
1032,811,51995,78902,312,24814,56712,58525,43145,1667,37850,22974,4133,13507.484
1033,32406,51037,37281,32828,29167,28346,4995,77077,72564,5710,71650,69092,547576.188
1034,24771,58483,39431,33328,72811,78438,46327,70410,14779,8932,23096,32063,214660.375
1035,27427,6458,50092,17779,17004,19843,74289,42774,76848,69896,66472,36851,130100.625
1036,63797,31012,69908,46031,73738,48021,2571,69297,24991,77843,51371,67122,143652.688
1037,58700,44770,11803,40248,1254,64547,54925,24732,79727,72529,3751,30517,320918.469
1038,61719,20172,2618,65861,43994,24665,33602,815,72,40970,64235,74805,51524.664
1039,48016,17915,18439,56257,54925,46501,53944,42354,46719,16164,9412,26910,262938.969
1040,58541,76331,15961,32935,70301,42113,34145,23733,50909,61498,5012,65492,148482.688
1041,55138,16307,71458,51676,4697,48309,24526,8215,58400,34666,3452,64939,50838.887
1042,50507,877,74168,4930,21604,43431,57618,5075,17576,71559,64884,62104,11704.292
1043,70282,68880,4523,44790,64170,63312,15355,23949,51307,31904,32854,29266,401986
1044,1795,69841,29241,28665,70995,69632,76626,69312,54847,59286,42399,3791,214239.781
1045,40617,11131,54888,22199,14130,75572,36776,44363,62372,6449,59446,43234,142924
1046,41492,58295,53800,41115,63510,24349,3110,19853,30775,45594,23359,1277,258304.094
1047,8318,9649,55072,26713,51573,39106,72250,4199,34450,52613,23821,62493,176553.734
1048,36005,14204,61547,55329,66308,61216,43955,75613,52881,36994,26599,59207,321451.281
1049,10614,29200,26982,41515,25188,64440,56378,71270,17400,29750,42652,56896,649734.125
1050,30154,78391,71959,6402,29279,60396,38030,37479,74520,58591,62973,62001,54473.422
1051,43532,20947,52967,21508,5666,29935,72054,65765,74780,51687,60430,12963,150856.297
1052,43668,48267,29321,44922,42298,19873,60384,14471,50787,69878,14747,57145,674014.438
1053,73685,29718,4973,15164,8275,138,21678,8626,65872,54985,5952,10071,547630.125
1054,68470,47328,18927,7245,30655,36727,5746,59544,66559,42634,13570,50074,1779402.375
1055,39114,71411,29215,65247,11737,48707,23031,44126,54701,13949,72185,23570,82599.133
1056,3399,75799,57721,47582,24191,36701,52084,36391,71943,29709,51438,58842,221673.359
1057,38894,67150,17864,50624,58466,34889,50448,37021,50900,65526,74875,46143,655335.812
1058,64417,15046,32630,38592,41674,27338,57449,63965,74172,62694,65898,26589,928100.188
1059,63110,20551,45775,63955,25494,1706,8213,27584,9966,62200,30085,3614,67413.086
1060,27782,27920,53366,62839,20051,5967,45306,72653,5834,24372,72627,56429,94386.578
1061,39631,23992,45369,56523,26169,27970,18094,10545,75463,27669,30715,29221,196041.672
1062,62598,52765,58178,73219,15873,50178,6007,5527,36776,76636,38273,38694,66275.867
1063,24977,34182,817,31103,57897,5000,42497,7006,567,42279,48364,26388,144542.297
1064,852,63271,70075,27165,62169,24707,63233,19938,50822,21184,23926,14112,99906.25
1065,21532,35577,56593,42251,18201,44296,49610,57703,78275,29235,10866,51034,302809.031
1066,19890,50782,28015,35750,5736,7866,61561,77734,50972,67125,59066,19811,382190.625
1067,30829,69131,41577,23881,3460,5074,40344,250,30055,27435,10656,64595,496651.688
1068,23739,22471,71921,36398,1374,57491,58704,19046,55097,27225,7332,63932,36747.938
1069,52837,1761,7321,20267,25427,54194,61194,68733,76809,53792,47146,27430,976596.188
1070,12670,18321,59365,27175,15497,32947,1671,18124,8180,9597,23538,12453,82603.305
1071,72323,60430,23690,14432,49118,77578,55552,15731,16003,3438,28543,41711,259323.547
1072,37297,48856,5587,75165,79051,8024,20430,42349,74167,36131,23804,812,46727.871
1073,45115,28462,7901,29971,74770,9743,23880,12416,43545,75823,61979,19561,31863.174
1074,24620,34206,2966,688,47551,75664,72466,76468,42981,53181,5096,29364,343604.969
1075,11161,258,37549,32122,47311,19257,66943,55774,70817,52178,1613,66376,649397.438
1076,33360,57710,17740,36883,38348,44754,27213,70440,67088,69910,69960,59745,1193617.875
1077,64822,76696,70519,35285,17731,11696,40703,17671,23029,39066,1636,25239,85314.172
1078,45309,35389,66571,51464,77027,1181,48266,79248,20822,33293,17154,6820,65259.637
1079,38506,50012,17081,48208,723,21404,29104,54938,19080,42077,6368,37666,118448.375
1080,7556,66737,54980,4198,74166,60182,70113,66308,75838,31742,2409,32917,106041.883
1081,41523,119,28828,64693,35207,58527,48534,29600,10643,24193,64347,67144,91215.797
1082,23099,50209,76399,32627,25905,19064,73973,66267,78861,61513,73617,39202,36282.574
1083,40801,70825,5411,42507,61747,78917,75150,15749,1555,24435,28262,42004,257960.531
1084,72394,64640,3375,73543,32779,66371,53836,34712,58342,995,63773,17085,43486.5
1085,10412,62846,61077,71002,19313,33878,59578,54013,33345,42041,13323,25822,89031.484
1086,40624,5688,72722,18016,8034,14627,30702,72453,46660,18961,4976,32759,14165.643
1087,55203,49000,8546,42135,64720,21745,38738,55581,47591,21393,5389,13125,178136.062
1088,76945,62677,69230,37677,32451,42910,20904,59747,18074,73591,77117,35944,130573.742
1089,11051,63260,19236,62670,40581,50204,21962,29564,63011,27009,61408,55829,160027.031
1090,53871,68526,22979,18608,33115,57675,39003,22328,74964,66409,55488,8223,519166.344
1091,61,48962,28362,73092,66201,76108,64251,31889,22234,24030,56206,76503,114054.531
1092,61157,2922,28938,34453,14312,45049,25261,62540,5097,12713,9363,71266,528443.062
1093,6704,23649,23265,77818,71234,78239,2910,62149,25758,62228,68747,13616,53719.145
1094,61197,2403,29053,70870,3627,65435,41242,53268,77687,79907,27316,21417,28255.227
1095,72702,37624,43046,35955,72565,51259,14453,29573,48322,23178,24811,25492,150070.453
1096,65289,48503,4095,54028,29591,28271,54185,39347,11134,22943,48077,22947,141647.75
1097,71616,67739,51110,73942,53611,18884,8593,18932,39506,30858,15608,59982,97942.086
1098,42169,3713,8456,52435,10625,2339,59357,18277,56969,37758,14193,47862,46453.465
1099,37999,366,36583,1002,23306,32008,4910,40697,58003,69936,43391,15876,232408.688
1100,45412,44374,8430,17189,67947,10543,54534,7171,1570,25304,12357,13631,58691.039
1101,67431,58337,40773,15796,73337,18067,31051,36910,78683,47072,31319,50983,56605.09
1102,33254,44363,77213,31036,45187,62765,11471,76812,10182,25077,53624,17127,41877.723
1103,24056,53044,52526,40933,54212,17927,36375,10899,76395,78538,10970,33362,714558.688
1104,14995,74150,3842,6631,55744,13885,79031,39884,62317,67051,22139,20669,122360.797
1105,73092,3157,72432,14258,37632,35114,65495,70280,36570,33253,68838,40789,22509.523
1106,27821,29456,59434,29695,25719,76965,27811,25352,66752,66532,15465,32761,186005.422
1107,68496,62304,41918,63616,12830,6618,26959,71314,58678,4032,3152,55650,74719.75
1108,66645,36737,63300,38490,57736,64507,13092,25360,6798,22404,3798,78074,261486.078
1109,55545,36887,18502,76740,71228,63929,76024,30523,35046,23807,52335,22335,68821.062
1110,28233,54907,22434,4082,46958,7503,17043,64039,61357,52419,40400,68874,245167.875
1111,69481,17922,42950,32863,49372,21873,19391,14167,21865,6935,74474,12302,678750.25
1112,33687,22056,74627,73445,18225,8211,70147,38771,48582,41039,57325,72559,50869.664
1113,5871,4286,22820,1876,70717,30283,52896,73361,58942,53652,26368,31828,46013.645
1114,7609,60887,23417,42893,24261,55057,22896,29174,6658,9608,28706,73497,624417.125
1115,74148,44917,10995,14462,76766,33129,47541,65276,52420,37804,45411,27167,39438.227
1116,12869,60101,25640,72094,29731,5366,26091,5556,45221,60576,32482,9893,36528.059
1117,65871,79440,53083,65509,61783,2276,67222,39939,47428,15094,23821,17251,164271.688
1118,52980,14590,73703,49317,70681,40242,51303,63338,48332,58258,66861,56259,72592.344
1119,72891,73074,36993,78088,34811,55230,30569,56983,20742,63340,62207,14400,52431.434
1120,13333,36620,33801,30499,40012,37396,26731,36337,50628,30687,57794,9687,2160455
1121,11617,6130,39885,76317,73765,43951,10669,28630,1542,48983,79906,10577,68642.633
1122,25814,18844,34196,47227,48409,64252,45018,33021,44918,39656,11882,30424,815112
1123,56778,47420,64868,69375,52349,11736,75358,68210,35361,78642,59531,14833,177108.469
1124,4216,63896,55897,63747,37831,37448,77401,30645,21489,53331,50798,78329,263370.688
1125,34466,59351,14416,46586,2883,12324,16843,51791,39739,7900,22893,78689,119987.984
1126,9215,34372,18032,37136,1673,56934,10786,67515,6073,37991,21016,5539,319857.219
1127,18308,14999,34921,27787,28772,56636,74861,62297,1958,39381,20161,15132,1091067.5
1128,75156,56045,68701,4339,72812,67526,3365,24134,26202,72340,46102,59396,98613.945
1129,20662,4894,13931,50188,40794,800,36737,7635,40514,49760,59457,6685,129269.297
1130,26083,70721,28160,57383,42139,23064,79818,77544,4564,76328,54660,54981,274758.75
1131,22080,46227,4933,40316,68567,6861,349,18953,26436,7255,54651,69479,53820.723
1132,27469,60753,77387,30812,20562,16215,40068,19348,66141,173,54285,30405,31711.029
1133,20139,38453,72507,59126,58683,36549,22959,12947,38475,49999,35129,64698,117236.695
1134,503,69731,51539,53030,41538,25164,20714,67600,9368,19242,59544,30342,577345.188
1135,58946,50876,13565,2221,39629,75945,63262,11406,45654,10386,21598,39337,299271.344
1136,13862,53348,54858,18821,38932,62120,69672,32418,62755,39163,64594,20644,364966.594
1137,51547,42601,17545,37485,20378,40386,27429,46338,56202,9513,4484,67724,565359.375
1138,17879,45339,50237,35619,77077,48078,51738,69930,37521,7310,12744,54044,104080.375
1139,12076,56281,8447,62236,76455,79536,56587,4829,15584,43080,71588,6326,165097.266
1140,43884,14862,19204,9792,31391,63821,3093,72016,44732,14227,5016,26180,1209886.375
1141,6671,50012,52302,20851,39740,16306,46583,488,32895,61956,73897,17684,333465.344
1142,65344,8776,12097,21625,19611,71356,23129,67983,35897,74973,1973,44243,461172.469
1143,4179,19650,39964,7597,63981,2617,24404,48966,76943,16744,72037,56703,59935.441
1144,63996,11707,5980,3377,3905,17989,15897,78752,1650,54349,5680,53239,389019.281
1145,19519,34452,68353,16071,16620,3306,67508,57928,8659,19305,58158,23779,36135.75
1146,3497,49826,16184,69100,69707,68219,28583,1982,15838,24988,68938,5366,138394.156
1147,34866,38931,69489,32494,3766,71412,27729,35614,8408,30237,58851,44587,64200.852
1148,53294,15174,7167,60636,34632,50690,43039,66663,35353,52145,25589,48148,88042.047
1149,38029,67250,41887,65332,35475,58559,27650,23832,40949,34956,8450,60331,203268.609
1150,42000,11823,32325,26452,50579,51804,62313,77246,77874,18980,37347,51676,622755.688
1151,67322,50532,62935,64174,12778,74691,19859,1899,33543,27437,47492,4612,199859.422
1152,31554,30350,32704,4738,76296,11640,33722,25430,72398,62618,3268,56310,23517.104
1153,33977,56811,31661,882,7459,31708,75269,9810,55362,25279,8511,17492,1069805.25
1154,58659,52164,78463,23884,50515,39132,76342,43231,55413,35752,8030,14595,35718.516
1155,71041,45048,27402,60469,53987,61122,71881,45271,40345,44426,12910,71569,336964.469
1156,64707,31169,12503,26192,56266,73097,25568,52580,36226,35721,28458,73101,551351.438
1157,36055,21857,15355,70455,30066,69948,4126,56718,36938,49222,56228,4096,46139.527
1158,17973,53746,37726,20562,15991,12212,74256,69471,27157,42810,75201,13602,925727.562
1159,34302,17240,50520,29710,18116,12777,8113,29062,77373,77424,2171,4541,204562.344
1160,40177,48244,21306,73852,30644,9679,64830,54113,19089,3934,30221,48588,30956.521
1161,35570,26759,34176,72640,17540,41732,62434,56878,13838,20606,9999,74685,38735.129
1162,32801,73571,26549,29528,66495,71048,900,70375,77157,12914,3728,46662,278139.344
1163,21619,43661,4216,62888,79829,8859,9091,16147,8331,28603,79159,43882,30804.201
1164,53118,73133,344,31671,69326,24718,62830,44491,17774,57985,58720,13345,101654.594
1165,22277,22872,39254,12230,49645,29963,5000,47816,13213,57434,1092,27846,397849.656
1166,20830,32008,2659,7227,54224,25590,65185,25578,76815,33980,34487,46933,204874.453
1167,63029,56991,4928,1287,51536,30360,78453,74421,58355,75435,79680,24852,313314.562
1168,30029,46853,67710,54085,728,57872,3570,76459,248,68975,63906,2678,122927.141
1169,9676,79362,52006,7368,45861,52234,46249,33438,61469,64670,54909,63222,102729.961
1170,27646,23577,26269,73345,40381,65903,5845,57387,23923,29782,25760,31296,54821.848
1171,28030,39686,24603,6275,36810,57202,68949,4566,41628,51735,59214,23961,2630163.75
1172,59699,48693,69488,11788,28741,70842,49177,12897,70263,66430,66857,36366,65079.512
1173,41227,48054,36699,73794,43036,58139,62996,14585,40448,18645,62902,19962,87121.414
1174,808,19259,43290,57142,30176,71066,40939,64587,70787,41816,29498,35212,262323.25
1175,75651,30819,15162,58206,71223,12569,48848,32715,46552,65028,26108,6779,108461.273
1176,3802,3051,29733,15236,18957,79377,78863,69536,73895,538,36710,32965,159618.734
1177,75653,78531,64449,64959,77929,79818,45878,5428,4367,76654,7756,62256,218368.297
1178,7444,10937,2933,21418,40786,22109,46019,12226,54963,46631,34234,2312,663903.75
1179,54789,63918,18737,12954,49858,16005,67017,8474,30155,2453,56558,43202,400943.594
1180,16396,48576,22650,34671,6073,45080,14207,40493,50524,21494,36123,36933,521464.688
1181,43926,57990,4815,29634,8408,61561,16241,26960,8460,8932,10570,7851,706479.125
1182,26471,56348,32186,54126,77432,35886,156,48676,37125,20796,11890,52041,74824.039
1183,25348,15931,71280,25410,62193,2637,6706,7289,33829,22645,19046,52770,38326.984
1184,54788,48212,660,49727,65840,13705,46338,38168,11800,37427,62789,23004,144959.516
1185,48452,7319,49482,11150,68416,41820,30395,50532,41407,78649,30173,51229,119026.969
1186,49896,43505,73476,20135,22964,39034,70810,49124,59576,19884,43811,18502,39297.602
1187,70500,16304,41219,11525,19974,11599,40732,873,7102,60354,10692,24269,309674.906
1188,46941,29654,39203,18098,78773,64888,26947,897,8951,45992,36752,65074,61296.738
1189,42692,10537,48601,73292,64166,79688,25165,42115,9113,41112,46412,76275,129893.047
1190,15907,51755,67425,8880,53185,51217,69642,33236,39015,75181,2603,31496,87988.18
1191,27108,42961,34199,14822,45208,28024,45348,51180,19653,23620,41091,16730,884609.312
1192,37561,11708,32212,74466,51819,76226,57928,37880,10863,5691,22942,12217,68340.586
1193,75556,64284,40843,29798,60724,64875,41318,5306,37318,72280,27934,34341,697745.5
1194,75270,54191,43920,46702,43602,3054,6472,23045,77039,50054,72940,32252,606697.25
1195,47918,28352,42048,4434,52176,1806,46443,36438,5274,54960,71476,65538,193671.656
1196,9007,57914,8888,78115,13853,10218,54297,29564,47293,41258,55447,24718,11104.63
1197,33345,71050,78410,36975,50646,33164,39601,35351,26499,49675,6570,8867,49087.016
1198,59160,41544,77189,73569,58099,25341,67199,43033,62263,12419,22692,10798,88662.664
1199,37343,73160,74384,62728,13960,18117,31928,70839,21205,72390,34722,2651,85543.367
1200,61207,3751,67803,47044,76178,23105,14530,65153,37068,69812,67471,35402,78753.102
1201,66026,71707,14357,48690,76333,25625,31674,18856,58678,70053,13195,28458,72438.023
1202,65643,76112,67694,79346,55369,47030,4943,74202,19629,29473,27778,61308,92385.93
1203,43076,79500,79059,79429,13532,8221,15963,52753,5158,8064,6880,18906,32628.135
1204,48570,8881,24942,68583,3158,11353,63991,71055,16119,59713,40303,76963,19142.854
1205,58248,25922,49410,79944,63618,79675,79562,71501,47977,28940,44158,65049,75802.508
1206,45918,49503,40554,35097,53502,70480,16845,61885,66506,19184,3274,32086,911996.625
1207,45765,29531,47672,41316,50273,52168,60036,33567,23826,12360,13047,76725,624716.562
1208,7352,46720,72142,32336,77313,44912,12671,74826,9658,7233,32123,55922,92667.109
1209,23829,65060,63817,1161,58432,78041,38360,14469,28337,25859,18902,66927,145441.875
1210,25500,56855,26987,72014,29912,23277,8308,16093,62051,57423,45998,55296,44012.637
1211,29760,17207,74964,39247,11127,10948,34489,25802,77950,65886,10926,18309,22901.236
1212,64368,35503,70032,44252,4055,10854,15755,16157,39044,60484,79030,17603,56110.207
1213,56671,34841,15563,56734,6474,11052,64184,9818,66465,8760,36411,18103,57708.809
1214,62671,15840,5607,27216,61195,5222,66150,79627,7327,78914,60697,24126,108822.203
1215,78351,47885,38975,69258,36796,15744,62332,35896,15707,43300,47726,16233,84892.414
1216,26363,3533,11060,14260,6310,66606,16378,73976,45487,43151,57726,48130,637225.312
1217,4809,25578,42356,62839,61033,75912,29122,25560,33206,33360,34248,77625,324521.188
1218,29405,38738,58432,64579,53238,74064,62656,3083,18429,38287,52472,40373,407586.844
1219,73414,71932,48628,14487,78117,76943,12698,75411,16100,49866,8682,79250,82246.008
1220,53635,35375,66283,56141,56798,56805,50614,33450,24316,25911,65040,78586,265466.281
1221,76434,69217,28662,20259,57218,77227,16693,69827,493,8930,59421,47058,262331.656
1222,58888,73660,79326,20535,54056,6583,79506,49428,15468,54841,6461,63851,31818.439
1223,15424,73855,57420,21374,59507,831,9076,30287,33630,24152,67485,48448,154062.641
1224,45615,77482,34153,10438,4939,21262,66749,75505,35243,22155,3298,18574,113084.797
1225,29064,47748,75598,52686,25531,5737,34340,78484,52606,7574,27371,65846,52692.176
1226,51006,13931,23272,30111,17661,77552,11758,42105,20215,65801,70496,26088,160277.031
1227,55965,3230,65202,38564,9229,52233,34276,77277,1522,29743,40234,73576,61024.879
1228,7785,47029,58012,24770,40612,60159,51161,12638,48374,20177,71865,44046,270087.312
1229,18059,8609,7539,14196,50515,15056,75553,30181,5731,68398,12539,77553,243323.391
1230,49735,43859,20731,53859,53856,79330,12417,48752,69642,19513,49373,79799,191066.062
1231,21920,29022,48057,44494,64356,35120,13830,74663,71468,75530,70136,73399,319070.469
1232,48729,46011,51433,60977,43841,28806,67208,41598,28360,14486,48904,12951,313817.906
1233,7739,74973,41838,365,71554,20337,31668,11201,48360,28408,54758,73320,50356.941
1234,73310,18680,74706,13896,51031,24812,76556,70794,19035,8581,5241,60331,26330.732
1235,16859,45553,73522,42531,4687,8334,6254,71411,1047,5299,16579,59991,38476.637
1236,31938,4663,37646,56270,31478,40769,75481,44156,46647,18302,55365,44585,194713.984
1237,51075,55681,78838,72611,77663,25199,27285,13557,8803,73646,75619,8658,85345.805
1238,57136,42203,2829,40297,924,54829,79676,2615,28152,69304,23841,4156,228579.094
1239,13676,77700,71790,11324,2420,70881,56297,45808,61020,78543,4669,19526,44895.754
1240,20023,39563,58261,49565,15785,19673,63477,31818,79934,34244,36985,26326,276261.656
1241,24680,30404,44990,70365,33055,28316,9536,62830,68041,14673,55139,6184,68333.336
1242,27247,14439,53870,20254,33446,75000,10536,70538,40702,69176,26839,58139,191608.031
1243,25526,29945,51044,56733,69404,17528,71947,37288,31772,72178,68871,25961,213220.922
1244,50310,4817,64386,72543,71711,13214,4361,55240,52826,12468,73777,48062,117737.156
1245,13297,7593,4150,1380,35414,45105,1653,32115,54127,21704,22386,40666,734421.688
1246,27579,52330,35269,15102,2730,12146,53878,3631,74960,66278,4235,20556,865504.125
1247,36303,49604,44585,8169,43188,47240,68548,53349,67481,28503,10466,60629,745410
1248,33225,66326,49118,74424,7576,51950,79647,36066,60990,17752,27131,64841,49528.242
1249,56748,68120,54650,2977,55661,12996,74127,32004,26098,56253,30224,56141,278343.375
1250,11187,15724,24434,32249,33245,77425,686,25103,35437,12278,8647,63428,165831.312
1251,5443,16912,62078,39041,23074,47735,60326,75849,55058,12265,76264,1542,104580.788
1252,78136,67816,53090,43722,76786,22597,71558,34813,77327,5429,25536,8674,92534.867
1253,40372,14159,39198,13820,40617,71445,22913,56771,74393,34989,74039,22121,621858.688
1254,35467,29732,50817,74190,78427,77533,5371,77299,45334,45875,31812,66826,168282.953
1255,77500,59353,26428,40324,57266,12816,77439,45084,19549,11122,28471,6894,415834.406
1256,61156,31984,9723,58124,8630,14651,31723,57210,19085,30157,28177,52914,46104.719
1257,15955,22769,52394,61354,20816,5486,63473,77008,3593,63642,37783,3358,100799.523
1258,28798,36109,11280,79849,12824,76079,52621,13932,40580,66577,48162,45520,15204.964
1259,79688,17808,48415,26975,23251,52375,34492,24850,28689,32010,26215,55358,383220.438
1260,21834,17392,23052,1817,861,73310,20887,19320,18166,65937,24719,18843,210831.547
1261,67550,53647,66166,64531,23110,74222,64672,26411,37801,30007,38160,48257,272658.688
1262,785,1018,54064,9391,25574,2906,64520,49691,75342,56746,60041,7696,49766.668
1263,75174,24835,42686,38950,67214,67580,26068,25050,52752,47541,8448,11692,360431.188
1264,50665,63865,50596,61561,77489,4282,57549,73962,75558,22205,17246,30325,76387.023
1265,52763,7445,66465,25607,25195,78922,41927,11263,55532,44070,39621,64470,57190.512
1266,76801,60887,70706,68703,34895,78630,63422,40151,18445,36498,18050,12757,220741.312
1267,42853,30220,2059,48520,52058,61569,54261,6955,55245,48884,8100,33565,387566.75
1268,72642,26932,23901,43871,65610,49768,58457,1518,13525,63787,54233,33121,334710.5
1269,8,10136,69943,50390,57591,75043,41676,31030,70076,50316,38756,28312,77662.844
1270,53829,77821,43243,9446,60548,54322,14656,77824,15422,79048,25883,12330,147450.062
1271,63313,67268,12381,61059,68056,24922,22248,33055,64102,55121,51167,29650,205854.312
1272,79004,17207,31214,31457,17065,13985,54836,72719,23641,22738,38443,32635,631190.812
1273,25408,36407,68457,56315,27841,12806,29351,45095,16017,14461,48788,75476,115664.586
1274,10221,64905,20088,31676,28765,59503,45847,67977,57146,62850,9854,8743,721470
1275,70887,77063,51875,66479,53462,46412,63805,74957,31718,13795,11626,29517,255918.797
1276,12718,51997,45950,356,77664,37773,58417,16148,30965,16777,78032,75816,40739.16
1277,33214,30095,73910,15553,71798,6004,16551,69076,77375,63960,41888,22240,35931.629
1278,56457,34297,15037,2632,74764,19687,56368,16780,31919,8269,79630,3640,28550.969
1279,41207,7952,26775,72577,28177,55009,63466,78303,355,70085,72604,38613,40222.273
1280,8203,19780,42809,77737,51937,38231,1563,1334,55289,6987,626,75102,45737.945
1281,65802,72745,41742,50321,11020,20851,24206,9650,31007,977,18180,77079,274348
1282,71918,62122,74556,75015,26267,2272,39588,69704,47695,35712,2980,60471,60869.73
1283,42158,47165,13097,72044,5753,15601,34106,50755,75107,26320,693,3442,16985.695
1284,41145,17468,59384,69716,56622,22939,32334,35056,61636,20605,69692,74958,145741.672
1285,73134,66025,43261,30229,76708,29436,75092,22270,68539,43678,56716,77359,77107.406
1286,76582,57839,31982,53930,24734,14864,21563,56960,35497,16569,14960,62109,203685.672
1287,45090,68645,63334,64741,57106,70738,32885,53298,38616,14919,50451,7901,527838.125
1288,44212,42700,55526,75169,38778,42952,54567,73523,56676,47280,33425,77480,83232.68
1289,32573,31849,67249,54081,76807,8805,70252,8950,74198,8974,7222,25847,83353.062
1290,32004,73215,53280,38165,28678,23034,17752,43163,34409,28247,31367,68581,364773.625
1291,20385,55224,25937,32291,56177,27619,32012,35427,7121,43483,54213,12306,451162.781
